"","share_type","EF44_bin5","n_obs","EF952_sum","mean","mean_weighted","sd","sd_weighted","median","q25","q75","median_weighted","q25_weighted","q75_weighted"
"1","share_brown_esco","[15,20]",16,1783.922,0.0113378684807256,0.0104064921724058,0.0142025377355356,0.0141607580757046,0,0,0.0257936507936508,0,0,0.0257936507936508
"2","share_brown_esco","(20,25]",30,3214.839,0.0144069664902998,0.0132786561522239,0.0287745219907093,0.0281173538194006,0,0,0.0277777777777778,0,0,0.0277777777777778
"3","share_brown_esco","(25,30]",41,4927.746,0.0106221264367816,0.0105508438992009,0.0176538568561925,0.0171718153715056,0,0,0.0277777777777778,0,0,0.0277777777777778
"4","share_brown_esco","(30,35]",31,3842.078,0.0124228395061728,0.0112285246179703,0.0147769850001234,0.0145816802633264,0,0,0.0277777777777778,0,0,0.0277777777777778
"5","share_brown_esco","(35,40]",42,4527.438,0.00860360704110704,0.00947752573893711,0.0132292979469826,0.0135858795959231,0,0,0.0267857142857143,0,0,0.0277777777777778
"6","share_brown_esco","(40,45]",40,4330.293,0.0124920033670034,0.0111480470065086,0.0188502726366365,0.0170830972106178,0,0,0.0277777777777778,0,0,0.0277777777777778
"7","share_brown_esco","(45,50]",57,6120.604,0.0116439153439153,0.0100701513580176,0.0196097987710392,0.0188916455613026,0,0,0.0238095238095238,0,0,0.0238095238095238
"8","share_brown_esco","(50,55]",53,5526.539,0.0166755845707459,0.0156708346531951,0.028203900268501,0.0275840755381736,0,0,0.0277777777777778,0,0,0.0277777777777778
"9","share_brown_esco","(55,60]",56,5967.407,0.0137752849002849,0.0130458116788906,0.0181947092257978,0.0182645212179866,0,0,0.0277777777777778,0,0,0.0277777777777778
"10","share_brown_esco","(60,65]",33,3780.964,0.00986937830687831,0.0102177497597317,0.013968622760912,0.0140783836092509,0,0,0.0248015873015873,0,0,0.0277777777777778
"11","share_brown_esco","(65,70]",10,950.158,0.0111111111111111,0.00858251581914302,0.0152145154862546,0.0146613228461658,0,0,0.0277777777777778,0,0,0.0277777777777778
"12","share_brown_esco","(85,90]",3,418.697,0.00925925925925926,0.00972421584104973,0.0160375074774896,0.0163515373399123,0,0,0.0138888888888889,0.0277777777777778,0.0138888888888889,0.0277777777777778
"13","share_brown_esco_ess","[15,20]",16,1783.922,0.00976800976800977,0.00941084226524076,0.0166820525290348,0.0165932342111473,0,0,0.0170940170940171,0,0,0.0170940170940171
"14","share_brown_esco_ess","(20,25]",30,3214.839,0.011744868887726,0.0103865122506353,0.0197691982682804,0.0185032446809919,0,0,0.0341880341880342,0,0,0.0341880341880342
"15","share_brown_esco_ess","(25,30]",41,4927.746,0.0115784598543219,0.0120850380898172,0.0198325349143505,0.0201607088559277,0,0,0.0341880341880342,0,0,0.0341880341880342
"16","share_brown_esco_ess","(30,35]",31,3842.078,0.0166288737717309,0.0150541763073265,0.0205094631768925,0.0202291430874165,0,0,0.0341880341880342,0,0,0.0341880341880342
"17","share_brown_esco_ess","(35,40]",42,4527.438,0.0100028176951254,0.011007026837468,0.0172399811425402,0.0178203380474487,0,0,0.0256410256410256,0,0,0.0341880341880342
"18","share_brown_esco_ess","(40,45]",40,4330.293,0.0127650127650128,0.0129023907392876,0.0198772715556529,0.0201581427393966,0,0,0.0341880341880342,0,0,0.0341880341880342
"19","share_brown_esco_ess","(45,50]",57,6120.604,0.0056980056980057,0.00477479775437467,0.0129589409158787,0.0120984780073549,0,0,0,0,0,0
"20","share_brown_esco_ess","(50,55]",53,5526.539,0.00905904131710583,0.0091031570795268,0.0176427259958179,0.0176755453297927,0,0,0,0,0,0.0170940170940172
"21","share_brown_esco_ess","(55,60]",56,5967.407,0.0147459378228609,0.0136717287287407,0.0197332023146778,0.0194237153642995,0,0,0.0341880341880342,0,0,0.0341880341880342
"22","share_brown_esco_ess","(60,65]",33,3780.964,0.0106227106227106,0.0110734006813776,0.0195845582986078,0.019534503343535,0,0,0.00854700854700855,0,0,0.0341880341880342
"23","share_brown_esco_ess","(65,70]",10,950.158,0.0136752136752137,0.0105630963927914,0.0187255575215441,0.0180447050414349,0,0,0.0341880341880342,0,0,0.0341880341880342
"24","share_brown_esco_ess","(85,90]",3,418.697,0.0113960113960114,0.0119682656505228,0.0197384707415257,0.0201249690337382,0,0,0.0170940170940171,0.0341880341880342,0.0170940170940171,0.0341880341880342
