EF541UG2,n_obs,EF952_sum,share_green_wtd,share_green_unwtd,share_brown_wtd,share_brown_unwtd,share_neutral_wtd,share_neutral_unwtd,share_green_cat_abs_wtd,share_green_cat_abs_unwtd,share_brown_cat_abs_wtd,share_brown_cat_abs_unwtd,share_neutral_cat_abs_wtd,share_neutral_cat_abs_unwtd,share_green_cat_rel_wtd,share_green_cat_rel_unwtd,share_brown_cat_rel_wtd,share_brown_cat_rel_unwtd,share_neutral_cat_rel_wtd,share_neutral_cat_rel_unwtd
1,105,12347.157,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
2,72,9550.961,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
3,1263,168173.179,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
11,7113,775015.353,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
12,5615,610316.016,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
13,5282,574131.927,2.344948846574073e-4,1.8932222642938283e-4,0,0,0.9997655051153425,0.9998106777735706,2.344948846574073e-4,1.8932222642938283e-4,0,0,0.9997655051153425,0.9998106777735706,2.344948846574073e-4,1.8932222642938283e-4,0,0,0.9997655051153425,0.9998106777735706
14,1678,194885.236,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
21,14232,1570288.284,0.04306452554275114,0.042863925937281756,0.02245404558739337,0.022635108006102942,0.9344814288698555,0.9345009660566153,0.03257856249789099,0.03232152894884767,0.0014703879685827167,0.0013350196739741428,0.9659510495335263,0.9663434513771781,0.16235933146655254,0.16231028667790895,0.176157481921326,0.17755761663856098,0.6614831866121215,0.6601320966835301
22,9386,1029445.036,0.0011584523294549162,0.001171958235670147,0,0,0.9988415476705451,0.9988280417643298,0.0011584523294549162,0.001171958235670147,0,0,0.9988415476705451,0.9988280417643298,0.0011584523294549162,0.001171958235670147,0,0,0.9988415476705451,0.9988280417643298
23,15310,1672737.434,0.002469047831049696,0.002516873503156978,0,0,0.9975309521689504,0.997483126496843,0,0,0,0,1,1,0.03703571746574544,0.03775310254735467,0,0,0.9629642825342546,0.9622468974526454
24,13626,1504926.35,8.269330478088402e-4,9.173638632027008e-4,0,0,0.9991730669521911,0.9990826361367973,0,0,0,0,1,1,0.001984639314741216,0.002201673271686482,0,0,0.9980153606852588,0.9977983267283135
25,7638,862318.367,0.011689471847930616,0.011809374181722964,0,0,0.9883105281520694,0.988190625818277,0,0,0,0,1,1,0.1241121691195521,0.1254255040586541,0,0,0.8758878308804479,0.874574495941346
26,11348,1253213.748,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
31,19285,2100712.092,0.027427370910108485,0.027524426399565895,0.015188312298063208,0.015049615937526113,0.9573843167918282,0.957425957662908,0.02571481318440471,0.025771324863883848,0.0012687883361791016,0.0012963443090484833,0.9730163984794161,0.9729323308270676,0.07717580177569616,0.0789732953072336,0.08227341131523319,0.08130671506352087,0.8405507869090706,0.8397199896292455
32,24520,2690007.502,0.0012669563179530494,0.001203099510603589,0,0,0.998733043682047,0.9987969004893964,7.005013921332923e-4,6.525285481239804e-4,0,0,0.9992994986078668,0.999347471451876,0.0029663210954123205,0.0028548123980424145,0,0,0.9970336789045877,0.9971451876019576
33,31872,3458178.649,5.183509810786948e-4,5.169827035414385e-4,0,0,0.9994816490189212,0.9994830172964586,0,0,0,0,1,1,0.0029525701348461476,0.0028865461847389557,0,0,0.9970474298651538,0.9971134538152611
34,12547,1378056.724,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
35,2349,262352.428,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
41,14983,1619619.744,3.7387829390814507e-4,4.0045384769405324e-4,0,0,0.9996261217060919,0.999599546152306,5.608174408622176e-4,6.006807715410799e-4,0,0,0.9994391825591378,0.9993993192284589,5.608174408622176e-4,6.006807715410799e-4,0,0,0.9994391825591378,0.9993993192284589
42,6457,701524.925,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
43,23255,2539726.784,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
44,3740,419238.14,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
51,18046,2035523.802,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
52,26588,2934198.11,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
53,5386,593187.719,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
